clientid,client_name,client_phone,client_email,looking_for,requirements,status,client_bhk,client_furnishing,client_location,client_flexible_location,client_budget,client_listing_type
CL-1699,Eta Mukherjee,7024225261,eta.40@example.com,Sale,"2 BHK in Anywhere in Mira Bhayandar, Budget â‚¹90L",On Hold,2,,Anywhere in Mira Bhayandar,True,9000000,Sale
CL-1700,Lila Madan,4115820922,lila.26@example.com,Rent,"1 BHK Fully Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹22k",Deal Closed,1,Fully Furnished,Anywhere in Mira Bhayandar,True,22000,Rent
CL-1701,Vedant Mody,910918625264,vedant.53@example.com,Sale,"2 BHK in Bhayandar East, Budget â‚¹115L",On Hold,2,,Bhayandar East,False,11500000,Sale
CL-1702,Anjali Dutta,6653658513,anjali.58@example.com,Rent,"2 BHK Fully Furnished in Mira Road East, Rent up to â‚¹25k",Site Visit Planned,2,Fully Furnished,Mira Road East,False,25000,Rent
CL-1703,Irya Varughese,7938189123,irya.14@example.com,Sale,"1 BHK in Anywhere in Mira Bhayandar, Budget â‚¹60L",Site Visit Planned,1,,Anywhere in Mira Bhayandar,True,6000000,Sale
CL-1704,Raagini Dutt,2032343306,raagini.77@example.com,Rent,"1 BHK Semi-Furnished in Mira Road East, Rent up to â‚¹22k",Negotiating,1,Semi-Furnished,Mira Road East,False,22000,Rent
CL-1705,Nandini Maharaj,512723187,nandini.73@example.com,Rent,"3 BHK Semi-Furnished in Mira Road East, Rent up to â‚¹48k",Site Visit Planned,3,Semi-Furnished,Mira Road East,False,48000,Rent
CL-1706,Leena Oak,916227165619,leena.29@example.com,Rent,"2 BHK Semi-Furnished in Mira Road East, Rent up to â‚¹30k",Actively Searching,2,Semi-Furnished,Mira Road East,False,30000,Rent
CL-1707,Bhanumati Som,916132857406,bhanumati.87@example.com,Rent,"3 BHK Unfurnished in Bhayandar East, Rent up to â‚¹42k",Negotiating,3,Unfurnished,Bhayandar East,False,42000,Rent
CL-1708,Nathan Merchant,6912332206,nathan.66@example.com,Rent,"1 BHK Semi-Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹19k",Actively Searching,1,Semi-Furnished,Anywhere in Mira Bhayandar,True,19000,Rent
CL-1709,Sara Brar,912381710251,sara.69@example.com,Rent,"1 BHK Semi-Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹22k",Deal Closed,1,Semi-Furnished,Anywhere in Mira Bhayandar,True,22000,Rent
CL-1710,Aarush Sarkar,918935438058,aarush.91@example.com,Sale,"2 BHK in Bhayandar West, Budget â‚¹100L",Deal Closed,2,,Bhayandar West,False,10000000,Sale
CL-1711,Owen Rattan,8934855835,owen.40@example.com,Rent,"3 BHK Unfurnished in Bhayandar West, Rent up to â‚¹40k",Actively Searching,3,Unfurnished,Bhayandar West,False,40000,Rent
CL-1712,Tripti Chawla,7434574589,tripti.78@example.com,Sale,"2 BHK in Bhayandar West, Budget â‚¹115L",Negotiating,2,,Bhayandar West,False,11500000,Sale
CL-1713,Eta Murty,3843646592,eta.56@example.com,Sale,"2 BHK in Bhayandar East, Budget â‚¹135L",Lost Interest,2,,Bhayandar East,False,13500000,Sale
CL-1714,Ati Mani,8959157293,ati.33@example.com,Sale,"3 BHK in Bhayandar West, Budget â‚¹240L",Actively Searching,3,,Bhayandar West,False,24000000,Sale
CL-1715,Chakrika Ganguly,6965546329,chakrika.24@example.com,Rent,"2 BHK Fully Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹37k",On Hold,2,Fully Furnished,Anywhere in Mira Bhayandar,True,37000,Rent
CL-1716,Varenya Majumdar,918046549377,varenya.19@example.com,Sale,"3 BHK in Bhayandar West, Budget â‚¹160L",Deal Closed,3,,Bhayandar West,False,16000000,Sale
CL-1717,Vihaan Sen,913209230068,vihaan.91@example.com,Rent,"3 BHK Unfurnished in Anywhere in Mira Bhayandar, Rent up to â‚¹44k",Site Visit Planned,3,Unfurnished,Anywhere in Mira Bhayandar,True,44000,Rent
CL-1718,Kamya Kakar,910756484145,kamya.41@example.com,Sale,"3 BHK in Mira Road East, Budget â‚¹170L",On Hold,3,,Mira Road East,False,17000000,Sale
CL-1719,Jyoti Baria,3758411327,jyoti.29@example.com,Sale,"1 BHK in Mira Road East, Budget â‚¹70L",Deal Closed,1,,Mira Road East,False,7000000,Sale
CL-1720,Ojasvi Saini,5541061905,ojasvi.70@example.com,Sale,"2 BHK in Anywhere in Mira Bhayandar, Budget â‚¹80L",Actively Searching,2,,Anywhere in Mira Bhayandar,True,8000000,Sale
CL-1721,Yashawini Kaul,912605671499,yashawini.2@example.com,Sale,"3 BHK in Bhayandar West, Budget â‚¹150L",On Hold,3,,Bhayandar West,False,15000000,Sale
CL-1722,Amol Sood,913528079495,amol.19@example.com,Sale,"3 BHK in Mira Road East, Budget â‚¹230L",Negotiating,3,,Mira Road East,False,23000000,Sale
CL-1723,Nathan Magar,917081331440,nathan.19@example.com,Rent,"1 BHK Fully Furnished in Bhayandar East, Rent up to â‚¹23k",Deal Closed,1,Fully Furnished,Bhayandar East,False,23000,Rent
CL-1724,Guneet Sethi,7775790620,guneet.25@example.com,Rent,"2 BHK Fully Furnished in Mira Road East, Rent up to â‚¹31k",Negotiating,2,Fully Furnished,Mira Road East,False,31000,Rent
CL-1725,Mahika Loke,432831604,mahika.4@example.com,Rent,"3 BHK Unfurnished in Bhayandar West, Rent up to â‚¹48k",On Hold,3,Unfurnished,Bhayandar West,False,48000,Rent
CL-1726,Tripti Bhasin,6725229643,tripti.2@example.com,Rent,"3 BHK Unfurnished in Bhayandar East, Rent up to â‚¹46k",Negotiating,3,Unfurnished,Bhayandar East,False,46000,Rent
CL-1727,Nandini Ramakrishnan,4750104155,nandini.93@example.com,Rent,"2 BHK Semi-Furnished in Mira Road East, Rent up to â‚¹27k",Lost Interest,2,Semi-Furnished,Mira Road East,False,27000,Rent
CL-1728,Rachit Gour,9212392269,rachit.83@example.com,Sale,"2 BHK in Anywhere in Mira Bhayandar, Budget â‚¹125L",Site Visit Planned,2,,Anywhere in Mira Bhayandar,True,12500000,Sale
CL-1729,Amara Sharaf,9045050225,amara.8@example.com,Rent,"2 BHK Semi-Furnished in Mira Road East, Rent up to â‚¹29k",Lost Interest,2,Semi-Furnished,Mira Road East,False,29000,Rent
CL-1730,Aashi Kapadia,918588402071,aashi.49@example.com,Rent,"3 BHK Semi-Furnished in Bhayandar East, Rent up to â‚¹40k",On Hold,3,Semi-Furnished,Bhayandar East,False,40000,Rent
CL-1731,Udant Kale,4723849628,udant.72@example.com,Sale,"3 BHK in Bhayandar East, Budget â‚¹240L",Actively Searching,3,,Bhayandar East,False,24000000,Sale
CL-1732,Veer Dhar,9840581603,veer.33@example.com,Rent,"2 BHK Semi-Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹35k",Site Visit Planned,2,Semi-Furnished,Anywhere in Mira Bhayandar,True,35000,Rent
CL-1733,Zehaan Oommen,457452850,zehaan.83@example.com,Sale,"2 BHK in Bhayandar East, Budget â‚¹80L",Site Visit Planned,2,,Bhayandar East,False,8000000,Sale
CL-1734,Owen Goyal,6798075352,owen.48@example.com,Rent,"3 BHK Fully Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹48k",Site Visit Planned,3,Fully Furnished,Anywhere in Mira Bhayandar,True,48000,Rent
CL-1735,Bhavika Sarin,910416845482,bhavika.38@example.com,Rent,"2 BHK Semi-Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹35k",On Hold,2,Semi-Furnished,Anywhere in Mira Bhayandar,True,35000,Rent
CL-1736,Hiral Randhawa,6191129470,hiral.99@example.com,Sale,"2 BHK in Mira Road East, Budget â‚¹120L",Lost Interest,2,,Mira Road East,False,12000000,Sale
CL-1737,Rohan Oza,7213598703,rohan.46@example.com,Sale,"3 BHK in Anywhere in Mira Bhayandar, Budget â‚¹170L",On Hold,3,,Anywhere in Mira Bhayandar,True,17000000,Sale
CL-1738,Hitesh Rajagopalan,1951203123,hitesh.41@example.com,Sale,"1 BHK in Bhayandar East, Budget â‚¹55L",On Hold,1,,Bhayandar East,False,5500000,Sale
CL-1739,Kashish Narayan,910499613327,kashish.95@example.com,Rent,"3 BHK Fully Furnished in Bhayandar East, Rent up to â‚¹50k",Actively Searching,3,Fully Furnished,Bhayandar East,False,50000,Rent
CL-1740,Yash Som,919976274712,yash.78@example.com,Rent,"1 BHK Fully Furnished in Mira Road East, Rent up to â‚¹18k",Negotiating,1,Fully Furnished,Mira Road East,False,18000,Rent
CL-1741,Aahana Ramachandran,910130755181,aahana.48@example.com,Sale,"3 BHK in Mira Road East, Budget â‚¹180L",Negotiating,3,,Mira Road East,False,18000000,Sale
CL-1742,Gautam Dara,970155736,gautam.85@example.com,Rent,"2 BHK Unfurnished in Anywhere in Mira Bhayandar, Rent up to â‚¹28k",Negotiating,2,Unfurnished,Anywhere in Mira Bhayandar,True,28000,Rent
CL-1743,Balvan Goel,6021964844,balvan.34@example.com,Sale,"2 BHK in Bhayandar West, Budget â‚¹110L",Lost Interest,2,,Bhayandar West,False,11000000,Sale
CL-1744,Hemani Randhawa,2113351740,hemani.53@example.com,Rent,"1 BHK Unfurnished in Mira Road East, Rent up to â‚¹22k",Negotiating,1,Unfurnished,Mira Road East,False,22000,Rent
CL-1745,Bhavya Garg,3170681052,bhavya.36@example.com,Sale,"3 BHK in Mira Road East, Budget â‚¹230L",Site Visit Planned,3,,Mira Road East,False,23000000,Sale
CL-1746,Bhavini Mander,911196618492,bhavini.8@example.com,Sale,"3 BHK in Anywhere in Mira Bhayandar, Budget â‚¹220L",Site Visit Planned,3,,Anywhere in Mira Bhayandar,True,22000000,Sale
CL-1747,Gabriel Bhandari,668789385,gabriel.4@example.com,Rent,"1 BHK Semi-Furnished in Mira Road East, Rent up to â‚¹21k",On Hold,1,Semi-Furnished,Mira Road East,False,21000,Rent
CL-1748,Ekanta Chhabra,9357518405,ekanta.62@example.com,Sale,"1 BHK in Mira Road East, Budget â‚¹60L",Negotiating,1,,Mira Road East,False,6000000,Sale
CL-1749,Yashasvi Agate,919722785704,yashasvi.53@example.com,Sale,"2 BHK in Bhayandar West, Budget â‚¹125L",Lost Interest,2,,Bhayandar West,False,12500000,Sale
CL-1750,Alexander Kara,916610243738,alexander.94@example.com,Sale,"2 BHK in Bhayandar East, Budget â‚¹140L",On Hold,2,,Bhayandar East,False,14000000,Sale
CL-1751,Yamini Mall,5946762002,yamini.43@example.com,Rent,"3 BHK Semi-Furnished in Bhayandar East, Rent up to â‚¹44k",Lost Interest,3,Semi-Furnished,Bhayandar East,False,44000,Rent
CL-1752,Jeremiah Pau,9375816126,jeremiah.14@example.com,Sale,"2 BHK in Bhayandar East, Budget â‚¹100L",Negotiating,2,,Bhayandar East,False,10000000,Sale
CL-1753,Amruta Biswas,844684411,amruta.63@example.com,Rent,"1 BHK Fully Furnished in Bhayandar West, Rent up to â‚¹20k",Negotiating,1,Fully Furnished,Bhayandar West,False,20000,Rent
CL-1754,Urvashi Wali,6177059681,urvashi.6@example.com,Rent,"1 BHK Unfurnished in Mira Road East, Rent up to â‚¹18k",Lost Interest,1,Unfurnished,Mira Road East,False,18000,Rent
CL-1755,Zayan Datta,6552710733,zayan.25@example.com,Rent,"1 BHK Fully Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹24k",Negotiating,1,Fully Furnished,Anywhere in Mira Bhayandar,True,24000,Rent
CL-1756,Wridesh Savant,912955038032,wridesh.30@example.com,Sale,"2 BHK in Bhayandar West, Budget â‚¹80L",Lost Interest,2,,Bhayandar West,False,8000000,Sale
CL-1757,Tarak Yogi,9324897404,tarak.33@example.com,Sale,"1 BHK in Bhayandar West, Budget â‚¹60L",Lost Interest,1,,Bhayandar West,False,6000000,Sale
CL-1758,Umang Barman,910372626850,umang.65@example.com,Rent,"2 BHK Fully Furnished in Bhayandar East, Rent up to â‚¹36k",Site Visit Planned,2,Fully Furnished,Bhayandar East,False,36000,Rent
CL-1759,Guneet Chatterjee,8091603418,guneet.80@example.com,Sale,"3 BHK in Bhayandar West, Budget â‚¹200L",Actively Searching,3,,Bhayandar West,False,20000000,Sale
CL-1760,Umang Bora,6071624588,umang.27@example.com,Sale,"2 BHK in Bhayandar East, Budget â‚¹130L",Negotiating,2,,Bhayandar East,False,13000000,Sale
CL-1761,Nidra Bhardwaj,5828924549,nidra.17@example.com,Rent,"3 BHK Semi-Furnished in Bhayandar West, Rent up to â‚¹54k",Lost Interest,3,Semi-Furnished,Bhayandar West,False,54000,Rent
CL-1762,Maanav Andra,9312308698,maanav.33@example.com,Sale,"1 BHK in Bhayandar East, Budget â‚¹65L",Actively Searching,1,,Bhayandar East,False,6500000,Sale
CL-1763,Edhitha Chakraborty,918232549563,edhitha.63@example.com,Rent,"1 BHK Fully Furnished in Mira Road East, Rent up to â‚¹21k",On Hold,1,Fully Furnished,Mira Road East,False,21000,Rent
CL-1764,Hredhaan Yadav,9231811034,hredhaan.17@example.com,Sale,"3 BHK in Bhayandar West, Budget â‚¹170L",Negotiating,3,,Bhayandar West,False,17000000,Sale
CL-1765,Nisha Sathe,9075630120,nisha.12@example.com,Sale,"1 BHK in Bhayandar West, Budget â‚¹65L",Negotiating,1,,Bhayandar West,False,6500000,Sale
CL-1766,Luke Ghose,918896226427,luke.81@example.com,Sale,"2 BHK in Mira Road East, Budget â‚¹85L",Actively Searching,2,,Mira Road East,False,8500000,Sale
CL-1767,Amara Viswanathan,3755922418,amara.20@example.com,Sale,"1 BHK in Anywhere in Mira Bhayandar, Budget â‚¹50L",Negotiating,1,,Anywhere in Mira Bhayandar,True,5000000,Sale
CL-1768,Lekha Ray,6911625490,lekha.58@example.com,Rent,"2 BHK Fully Furnished in Bhayandar East, Rent up to â‚¹32k",Site Visit Planned,2,Fully Furnished,Bhayandar East,False,32000,Rent
CL-1769,Yadavi Puri,4425247413,yadavi.16@example.com,Sale,"3 BHK in Mira Road East, Budget â‚¹240L",Deal Closed,3,,Mira Road East,False,24000000,Sale
CL-1770,Ishwar Lad,6795745737,ishwar.62@example.com,Rent,"1 BHK Fully Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹18k",Actively Searching,1,Fully Furnished,Anywhere in Mira Bhayandar,True,18000,Rent
CL-1771,Madhavi Khalsa,910081716459,madhavi.80@example.com,Sale,"3 BHK in Bhayandar East, Budget â‚¹190L",Deal Closed,3,,Bhayandar East,False,19000000,Sale
CL-1772,Frederick Loke,5848533057,frederick.9@example.com,Sale,"2 BHK in Bhayandar West, Budget â‚¹95L",Negotiating,2,,Bhayandar West,False,9500000,Sale
CL-1773,Chandani Mital,919774125925,chandani.73@example.com,Rent,"2 BHK Fully Furnished in Mira Road East, Rent up to â‚¹31k",Site Visit Planned,2,Fully Furnished,Mira Road East,False,31000,Rent
CL-1774,Yadavi Kuruvilla,3031851157,yadavi.65@example.com,Rent,"3 BHK Fully Furnished in Bhayandar West, Rent up to â‚¹40k",Site Visit Planned,3,Fully Furnished,Bhayandar West,False,40000,Rent
CL-1775,Sara Batra,115826265,sara.31@example.com,Sale,"3 BHK in Anywhere in Mira Bhayandar, Budget â‚¹200L",Actively Searching,3,,Anywhere in Mira Bhayandar,True,20000000,Sale
CL-1776,Urishilla Morar,3243467390,urishilla.76@example.com,Rent,"2 BHK Fully Furnished in Bhayandar East, Rent up to â‚¹28k",Lost Interest,2,Fully Furnished,Bhayandar East,False,28000,Rent
CL-1777,Damyanti Varghese,911422135525,damyanti.8@example.com,Sale,"2 BHK in Anywhere in Mira Bhayandar, Budget â‚¹100L",On Hold,2,,Anywhere in Mira Bhayandar,True,10000000,Sale
CL-1778,Garima Savant,1697087518,garima.58@example.com,Sale,"1 BHK in Bhayandar West, Budget â‚¹60L",Deal Closed,1,,Bhayandar West,False,6000000,Sale
CL-1779,Reva Dewan,915965897646,reva.9@example.com,Sale,"3 BHK in Mira Road East, Budget â‚¹220L",Deal Closed,3,,Mira Road East,False,22000000,Sale
CL-1780,Jeevika Pingle,917893484968,jeevika.42@example.com,Rent,"2 BHK Unfurnished in Anywhere in Mira Bhayandar, Rent up to â‚¹31k",Actively Searching,2,Unfurnished,Anywhere in Mira Bhayandar,True,31000,Rent
CL-1781,Ekta Minhas,914721853695,ekta.10@example.com,Rent,"1 BHK Fully Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹24k",Negotiating,1,Fully Furnished,Anywhere in Mira Bhayandar,True,24000,Rent
CL-1782,Gopal Savant,916135679376,gopal.79@example.com,Rent,"1 BHK Semi-Furnished in Bhayandar West, Rent up to â‚¹22k",On Hold,1,Semi-Furnished,Bhayandar West,False,22000,Rent
CL-1783,Isaac Sidhu,910315419119,isaac.22@example.com,Sale,"2 BHK in Anywhere in Mira Bhayandar, Budget â‚¹125L",Site Visit Planned,2,,Anywhere in Mira Bhayandar,True,12500000,Sale
CL-1784,Barkha Talwar,910920685104,barkha.59@example.com,Rent,"2 BHK Semi-Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹25k",Site Visit Planned,2,Semi-Furnished,Anywhere in Mira Bhayandar,True,25000,Rent
CL-1785,Deepa Sekhon,918996998145,deepa.28@example.com,Sale,"3 BHK in Bhayandar West, Budget â‚¹210L",Actively Searching,3,,Bhayandar West,False,21000000,Sale
CL-1786,Quincy Rai,4106364831,quincy.86@example.com,Rent,"1 BHK Semi-Furnished in Bhayandar West, Rent up to â‚¹18k",On Hold,1,Semi-Furnished,Bhayandar West,False,18000,Rent
CL-1787,Triya Sood,9712400421,triya.35@example.com,Sale,"2 BHK in Bhayandar East, Budget â‚¹125L",On Hold,2,,Bhayandar East,False,12500000,Sale
CL-1788,Vanya Sama,7263483883,vanya.13@example.com,Rent,"1 BHK Semi-Furnished in Mira Road East, Rent up to â‚¹21k",Negotiating,1,Semi-Furnished,Mira Road East,False,21000,Rent
CL-1789,Sathvik Kala,912806802748,sathvik.2@example.com,Sale,"3 BHK in Anywhere in Mira Bhayandar, Budget â‚¹150L",Site Visit Planned,3,,Anywhere in Mira Bhayandar,True,15000000,Sale
CL-1790,Odika Choudhry,2393579922,odika.85@example.com,Rent,"3 BHK Unfurnished in Mira Road East, Rent up to â‚¹58k",Lost Interest,3,Unfurnished,Mira Road East,False,58000,Rent
CL-1791,Elijah Mishra,851691165,elijah.59@example.com,Sale,"2 BHK in Bhayandar East, Budget â‚¹85L",On Hold,2,,Bhayandar East,False,8500000,Sale
CL-1792,Arya Gole,5642147361,arya.85@example.com,Rent,"1 BHK Semi-Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹21k",Negotiating,1,Semi-Furnished,Anywhere in Mira Bhayandar,True,21000,Rent
CL-1793,Wyatt Aggarwal,910386689387,wyatt.31@example.com,Rent,"1 BHK Semi-Furnished in Mira Road East, Rent up to â‚¹18k",Negotiating,1,Semi-Furnished,Mira Road East,False,18000,Rent
CL-1794,Veer Chaudhary,9463293268,veer.75@example.com,Rent,"2 BHK Fully Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹37k",Lost Interest,2,Fully Furnished,Anywhere in Mira Bhayandar,True,37000,Rent
CL-1795,Vincent Kalla,916098500335,vincent.32@example.com,Rent,"2 BHK Unfurnished in Bhayandar West, Rent up to â‚¹25k",On Hold,2,Unfurnished,Bhayandar West,False,25000,Rent
CL-1796,Balendra Chanda,216710308,balendra.78@example.com,Sale,"3 BHK in Bhayandar West, Budget â‚¹220L",Lost Interest,3,,Bhayandar West,False,22000000,Sale
CL-1797,Adya Divan,7942418930,adya.80@example.com,Rent,"2 BHK Unfurnished in Bhayandar East, Rent up to â‚¹27k",Actively Searching,2,Unfurnished,Bhayandar East,False,27000,Rent
CL-1798,Pavani Dora,6218033678,pavani.9@example.com,Sale,"3 BHK in Bhayandar East, Budget â‚¹240L",Actively Searching,3,,Bhayandar East,False,24000000,Sale
CL-1799,Timothy Trivedi,4606340115,timothy.43@example.com,Rent,"1 BHK Fully Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹24k",Lost Interest,1,Fully Furnished,Anywhere in Mira Bhayandar,True,24000,Rent
CL-1800,Aarini Buch,6011209695,aarini.86@example.com,Sale,"1 BHK in Bhayandar East, Budget â‚¹60L",On Hold,1,,Bhayandar East,False,6000000,Sale
CL-1801,George Goda,913363977830,george.3@example.com,Sale,"1 BHK in Anywhere in Mira Bhayandar, Budget â‚¹70L",Deal Closed,1,,Anywhere in Mira Bhayandar,True,7000000,Sale
CL-1802,Adweta Bava,9685204875,adweta.17@example.com,Sale,"1 BHK in Bhayandar East, Budget â‚¹55L",Deal Closed,1,,Bhayandar East,False,5500000,Sale
CL-1803,Gunbir Sant,7943207263,gunbir.17@example.com,Rent,"3 BHK Unfurnished in Bhayandar East, Rent up to â‚¹44k",Negotiating,3,Unfurnished,Bhayandar East,False,44000,Rent
CL-1804,Indira Loke,9798737942,indira.26@example.com,Rent,"2 BHK Semi-Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹27k",Negotiating,2,Semi-Furnished,Anywhere in Mira Bhayandar,True,27000,Rent
CL-1805,Faras Boase,916870655965,faras.57@example.com,Sale,"2 BHK in Anywhere in Mira Bhayandar, Budget â‚¹115L",Site Visit Planned,2,,Anywhere in Mira Bhayandar,True,11500000,Sale
CL-1806,Balvan Borah,6030801176,balvan.8@example.com,Sale,"3 BHK in Bhayandar West, Budget â‚¹220L",Negotiating,3,,Bhayandar West,False,22000000,Sale
CL-1807,Yashoda Hegde,7699526134,yashoda.14@example.com,Rent,"1 BHK Unfurnished in Bhayandar East, Rent up to â‚¹23k",Lost Interest,1,Unfurnished,Bhayandar East,False,23000,Rent
CL-1808,Qushi Bobal,913660661297,qushi.41@example.com,Sale,"1 BHK in Anywhere in Mira Bhayandar, Budget â‚¹55L",Lost Interest,1,,Anywhere in Mira Bhayandar,True,5500000,Sale
CL-1809,Tanish Raman,1321846418,tanish.82@example.com,Rent,"3 BHK Unfurnished in Anywhere in Mira Bhayandar, Rent up to â‚¹44k",Deal Closed,3,Unfurnished,Anywhere in Mira Bhayandar,True,44000,Rent
CL-1810,Tejas Pillai,916346399181,tejas.58@example.com,Rent,"1 BHK Fully Furnished in Bhayandar East, Rent up to â‚¹23k",On Hold,1,Fully Furnished,Bhayandar East,False,23000,Rent
CL-1811,Michael Ravi,912680275323,michael.92@example.com,Rent,"1 BHK Unfurnished in Bhayandar East, Rent up to â‚¹19k",Site Visit Planned,1,Unfurnished,Bhayandar East,False,19000,Rent
CL-1812,Rehaan Bhargava,917220730449,rehaan.61@example.com,Sale,"3 BHK in Mira Road East, Budget â‚¹240L",Site Visit Planned,3,,Mira Road East,False,24000000,Sale
CL-1813,Baljiwan Hegde,1396287900,baljiwan.17@example.com,Rent,"3 BHK Fully Furnished in Mira Road East, Rent up to â‚¹46k",Lost Interest,3,Fully Furnished,Mira Road East,False,46000,Rent
CL-1814,Ojasvi Rastogi,917504425856,ojasvi.84@example.com,Rent,"3 BHK Unfurnished in Bhayandar East, Rent up to â‚¹40k",Site Visit Planned,3,Unfurnished,Bhayandar East,False,40000,Rent
CL-1815,Raagini Subramanian,911310475549,raagini.19@example.com,Sale,"3 BHK in Bhayandar East, Budget â‚¹180L",On Hold,3,,Bhayandar East,False,18000000,Sale
CL-1816,Anirudh Shroff,913137588633,anirudh.75@example.com,Rent,"3 BHK Fully Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹40k",On Hold,3,Fully Furnished,Anywhere in Mira Bhayandar,True,40000,Rent
CL-1817,Ekantika Tara,9141048903,ekantika.56@example.com,Sale,"1 BHK in Anywhere in Mira Bhayandar, Budget â‚¹65L",Negotiating,1,,Anywhere in Mira Bhayandar,True,6500000,Sale
CL-1818,Daniel Manda,914353306760,daniel.39@example.com,Sale,"3 BHK in Bhayandar West, Budget â‚¹210L",Lost Interest,3,,Bhayandar West,False,21000000,Sale
CL-1819,Wahab Mittal,910346203659,wahab.55@example.com,Sale,"2 BHK in Bhayandar West, Budget â‚¹100L",On Hold,2,,Bhayandar West,False,10000000,Sale
CL-1820,Hiral Tata,3202982485,hiral.40@example.com,Sale,"2 BHK in Anywhere in Mira Bhayandar, Budget â‚¹145L",Site Visit Planned,2,,Anywhere in Mira Bhayandar,True,14500000,Sale
CL-1821,Victor Ganguly,569607674,victor.44@example.com,Rent,"3 BHK Unfurnished in Bhayandar West, Rent up to â‚¹42k",Negotiating,3,Unfurnished,Bhayandar West,False,42000,Rent
CL-1822,Dhruv Saxena,916572089340,dhruv.76@example.com,Rent,"3 BHK Unfurnished in Anywhere in Mira Bhayandar, Rent up to â‚¹56k",Actively Searching,3,Unfurnished,Anywhere in Mira Bhayandar,True,56000,Rent
CL-1823,Sanya Purohit,1393763278,sanya.44@example.com,Rent,"3 BHK Semi-Furnished in Bhayandar West, Rent up to â‚¹56k",Lost Interest,3,Semi-Furnished,Bhayandar West,False,56000,Rent
CL-1824,Unnati Jaggi,7312123297,unnati.84@example.com,Rent,"2 BHK Unfurnished in Bhayandar West, Rent up to â‚¹26k",Site Visit Planned,2,Unfurnished,Bhayandar West,False,26000,Rent
CL-1825,Devansh Balakrishnan,7700105064,devansh.57@example.com,Rent,"3 BHK Semi-Furnished in Bhayandar East, Rent up to â‚¹44k",Actively Searching,3,Semi-Furnished,Bhayandar East,False,44000,Rent
CL-1826,Qushi Soman,918319024389,qushi.77@example.com,Rent,"1 BHK Semi-Furnished in Bhayandar East, Rent up to â‚¹21k",Site Visit Planned,1,Semi-Furnished,Bhayandar East,False,21000,Rent
CL-1827,Zehaan Dash,10925176,zehaan.10@example.com,Sale,"2 BHK in Mira Road East, Budget â‚¹95L",Lost Interest,2,,Mira Road East,False,9500000,Sale
CL-1828,Manan Swaminathan,912493657300,manan.14@example.com,Rent,"2 BHK Fully Furnished in Mira Road East, Rent up to â‚¹36k",Negotiating,2,Fully Furnished,Mira Road East,False,36000,Rent
CL-1829,Ayushman Dewan,62782662,ayushman.33@example.com,Rent,"1 BHK Semi-Furnished in Bhayandar East, Rent up to â‚¹22k",Actively Searching,1,Semi-Furnished,Bhayandar East,False,22000,Rent
CL-1830,Urishilla Dua,2191775065,urishilla.27@example.com,Rent,"2 BHK Fully Furnished in Mira Road East, Rent up to â‚¹37k",On Hold,2,Fully Furnished,Mira Road East,False,37000,Rent
CL-1831,Vaishnavi Bala,4965152328,vaishnavi.44@example.com,Rent,"1 BHK Fully Furnished in Bhayandar East, Rent up to â‚¹24k",Deal Closed,1,Fully Furnished,Bhayandar East,False,24000,Rent
CL-1832,Jai Kala,4307463761,jai.47@example.com,Rent,"1 BHK Unfurnished in Bhayandar West, Rent up to â‚¹22k",Deal Closed,1,Unfurnished,Bhayandar West,False,22000,Rent
CL-1833,Shivani Acharya,4191110813,shivani.87@example.com,Sale,"2 BHK in Anywhere in Mira Bhayandar, Budget â‚¹100L",Actively Searching,2,,Anywhere in Mira Bhayandar,True,10000000,Sale
CL-1834,Chandresh Bedi,912792388523,chandresh.92@example.com,Rent,"1 BHK Fully Furnished in Mira Road East, Rent up to â‚¹20k",Deal Closed,1,Fully Furnished,Mira Road East,False,20000,Rent
CL-1835,Ranveer Kala,911064319479,ranveer.62@example.com,Sale,"1 BHK in Anywhere in Mira Bhayandar, Budget â‚¹50L",Actively Searching,1,,Anywhere in Mira Bhayandar,True,5000000,Sale
CL-1836,Darika Shankar,34851478,darika.40@example.com,Sale,"3 BHK in Anywhere in Mira Bhayandar, Budget â‚¹240L",Negotiating,3,,Anywhere in Mira Bhayandar,True,24000000,Sale
CL-1837,Girindra Dani,910741465641,girindra.39@example.com,Rent,"2 BHK Semi-Furnished in Bhayandar East, Rent up to â‚¹36k",Site Visit Planned,2,Semi-Furnished,Bhayandar East,False,36000,Rent
